date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
19:40:23	3716/3716	---M-Z	200	added ('OK')	text/css	etag:%22e84-58b95aa978d00-gzip%22	https://store.jiva.com/wp-content/plugins/wt-smart-coupons-for-woocommerce/public/css/wt-smart-coupon-public.css?ver=1.1.4	C:/My%20Web%20Sites/Jani%20Herbal/store.jiva.com/wp-content/plugins/wt-smart-coupons-for-woocommerce/public/css/wt-smart-coupon-public8daf.css	(from https://store.jiva.com/?utm_source=affiliate&utm_medium=m323143219463814323&utm_campaign=1)
19:40:24	176198/176198	---M-Z	200	added ('OK')	text/css	etag:%222b046-5b19ec1ec6f00-gzip%22	https://store.jiva.com/wp-content/themes/jiva/woocommerce/css/custom.css?ver=5.3.1	C:/My%20Web%20Sites/Jani%20Herbal/store.jiva.com/wp-content/themes/jiva/woocommerce/css/custom7923.css	(from https://store.jiva.com/?utm_source=affiliate&utm_medium=m323143219463814323&utm_campaign=1)
19:40:24	64773/64773	---M-Z	200	added ('OK')	text/css	etag:%22fd05-59c03cbe10ef0-gzip%22	https://store.jiva.com/wp-content/themes/jiva/woocommerce/css/woocommerce.css?ver=5.3.1	C:/My%20Web%20Sites/Jani%20Herbal/store.jiva.com/wp-content/themes/jiva/woocommerce/css/woocommerce7923.css	(from https://store.jiva.com/?utm_source=affiliate&utm_medium=m323143219463814323&utm_campaign=1)
19:40:24	553/553	---M-Z	200	added ('OK')	text/css	etag:%22229-597daebc87180-gzip%22	https://store.jiva.com/wp-content/plugins/recent-posts-widget-with-thumbnails/public.css?ver=6.6.1	C:/My%20Web%20Sites/Jani%20Herbal/store.jiva.com/wp-content/plugins/recent-posts-widget-with-thumbnails/publicb6a4.css	(from https://store.jiva.com/?utm_source=affiliate&utm_medium=m323143219463814323&utm_campaign=1)
19:40:24	9853/9853	---M-Z	200	added ('OK')	text/css	etag:%22267d-597db941b4380-gzip%22	https://store.jiva.com/wp-content/uploads/dynamic-mobmenu.css?ver=2.8-531	C:/My%20Web%20Sites/Jani%20Herbal/store.jiva.com/wp-content/uploads/dynamic-mobmenu5615.css	(from https://store.jiva.com/?utm_source=affiliate&utm_medium=m323143219463814323&utm_campaign=1)
19:40:25	34890/34890	---M-Z	200	added ('OK')	text/css	etag:%22884a-599445e089580-gzip%22	https://store.jiva.com/wp-content/plugins/sassy-social-share/public/css/sassy-social-share-public.css?ver=3.3.6	C:/My%20Web%20Sites/Jani%20Herbal/store.jiva.com/wp-content/plugins/sassy-social-share/public/css/sassy-social-share-publice485.css	(from https://store.jiva.com/?utm_source=affiliate&utm_medium=m323143219463814323&utm_campaign=1)
19:40:25	110357/110357	---M-Z	200	added ('OK')	text/css	etag:%221af15-599445e089580-gzip%22	https://store.jiva.com/wp-content/plugins/sassy-social-share/admin/css/sassy-social-share-svg.css?ver=3.3.6	C:/My%20Web%20Sites/Jani%20Herbal/store.jiva.com/wp-content/plugins/sassy-social-share/admin/css/sassy-social-share-svge485.css	(from https://store.jiva.com/?utm_source=affiliate&utm_medium=m323143219463814323&utm_campaign=1)
19:40:25	7133/7133	---M-Z	200	added ('OK')	text/css	etag:%221bdd-59c03ca8d4a2d-gzip%22	https://store.jiva.com/wp-content/themes/jiva/style.css?ver=5.3.1	C:/My%20Web%20Sites/Jani%20Herbal/store.jiva.com/wp-content/themes/jiva/style7923.css	(from https://store.jiva.com/?utm_source=affiliate&utm_medium=m323143219463814323&utm_campaign=1)
19:40:25	155758/155758	---M-Z	200	added ('OK')	text/css	etag:%222606e-59c03cbbcaed3-gzip%22	https://store.jiva.com/wp-content/themes/jiva/css/bootstrap.min.css?ver=5.3.1	C:/My%20Web%20Sites/Jani%20Herbal/store.jiva.com/wp-content/themes/jiva/css/bootstrap.min7923.css	(from https://store.jiva.com/?utm_source=affiliate&utm_medium=m323143219463814323&utm_campaign=1)
19:40:26	18252/18252	---M-Z	200	added ('OK')	text/css	etag:%22474c-59c03cc84bf72-gzip%22	https://store.jiva.com/wp-content/themes/jiva/css/dist/css/flags.css?ver=5.3.1	C:/My%20Web%20Sites/Jani%20Herbal/store.jiva.com/wp-content/themes/jiva/css/dist/css/flags7923.css	(from https://store.jiva.com/?utm_source=affiliate&utm_medium=m323143219463814323&utm_campaign=1)
19:40:26	30017/30017	---M-Z	200	added ('OK')	text/css	etag:%227541-59c03cbbd3b71-gzip%22	https://store.jiva.com/wp-content/themes/jiva/css/main-style.css?ver=5.3.1	C:/My%20Web%20Sites/Jani%20Herbal/store.jiva.com/wp-content/themes/jiva/css/main-style7923.css	(from https://store.jiva.com/?utm_source=affiliate&utm_medium=m323143219463814323&utm_campaign=1)
19:40:26	92379/92379	---M-Z	200	added ('OK')	text/css	etag:%22168db-5b19eb3bcd780-gzip%22	https://store.jiva.com/wp-content/themes/jiva/css/style.css?ver=5.3.1	C:/My%20Web%20Sites/Jani%20Herbal/store.jiva.com/wp-content/themes/jiva/css/style7923.css	(from https://store.jiva.com/?utm_source=affiliate&utm_medium=m323143219463814323&utm_campaign=1)
19:40:26	31000/31000	---M-Z	200	added ('OK')	text/css	etag:%227918-59c03cc2b7505-gzip%22	https://store.jiva.com/wp-content/themes/jiva/font-awesome/css/font-awesome.min.css?ver=5.3.1	C:/My%20Web%20Sites/Jani%20Herbal/store.jiva.com/wp-content/themes/jiva/font-awesome/css/font-awesome.min7923.css	(from https://store.jiva.com/?utm_source=affiliate&utm_medium=m323143219463814323&utm_campaign=1)
19:40:27	3351/3351	---M-Z	200	added ('OK')	text/css	etag:%22d17-59c03cbbf5e4b-gzip%22	https://store.jiva.com/wp-content/themes/jiva/css/owl.carousel.min.css?ver=5.3.1	C:/My%20Web%20Sites/Jani%20Herbal/store.jiva.com/wp-content/themes/jiva/css/owl.carousel.min7923.css	(from https://store.jiva.com/?utm_source=affiliate&utm_medium=m323143219463814323&utm_campaign=1)
19:40:27	145416/145416	---M-Z	200	added ('OK')	text/css	etag:%2223808-597dae834ea80-gzip%22	https://store.jiva.com/wp-content/plugins/mobile-menu/includes/css/mobmenu-icons.css?ver=2.8	C:/My%20Web%20Sites/Jani%20Herbal/store.jiva.com/wp-content/plugins/mobile-menu/includes/css/mobmenu-iconsb2d8.css	(from https://store.jiva.com/?utm_source=affiliate&utm_medium=m323143219463814323&utm_campaign=1)
19:40:27	7074/7074	---M-Z	200	added ('OK')	text/css	etag:%221ba2-597dae834ea80-gzip%22	https://store.jiva.com/wp-content/plugins/mobile-menu/includes/css/mobmenu.css?ver=2.8	C:/My%20Web%20Sites/Jani%20Herbal/store.jiva.com/wp-content/plugins/mobile-menu/includes/css/mobmenub2d8.css	(from https://store.jiva.com/?utm_source=affiliate&utm_medium=m323143219463814323&utm_campaign=1)
19:40:27	662/662	---M--	200	added ('OK')	image/png	etag:%22296-597dae7e89f40%22	https://store.jiva.com/wp-content/plugins/rocket-lazy-load/assets/img/youtube.png	C:/My%20Web%20Sites/Jani%20Herbal/store.jiva.com/wp-content/plugins/rocket-lazy-load/assets/img/youtube.png	(from https://store.jiva.com/?utm_source=affiliate&utm_medium=m323143219463814323&utm_campaign=1)
19:40:28	798/798	---M-Z	200	added ('OK')	text/xml	date:Sat,%2007%20Nov%202020%2014:10:27%20GMT	https://store.jiva.com/xmlrpc.php?rsd	C:/My%20Web%20Sites/Jani%20Herbal/store.jiva.com/xmlrpc0db0.php	(from https://store.jiva.com/?utm_source=affiliate&utm_medium=m323143219463814323&utm_campaign=1)
19:40:28	1045/1045	---M-Z	200	added ('OK')	application/xml	etag:%22415-4ed4785e9de00-gzip%22	https://store.jiva.com/wp-includes/wlwmanifest.xml	C:/My%20Web%20Sites/Jani%20Herbal/store.jiva.com/wp-includes/wlwmanifest.xml	(from https://store.jiva.com/?utm_source=affiliate&utm_medium=m323143219463814323&utm_campaign=1)
19:40:29	2159/2159	---M--	200	added ('OK')	application/json	date:Sat,%2007%20Nov%202020%2014:10:28%20GMT	https://store.jiva.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fstore.jiva.com%2F	C:/My%20Web%20Sites/Jani%20Herbal/store.jiva.com/wp-json/oembed/1.0/embedbf71.json	(from https://store.jiva.com/?utm_source=affiliate&utm_medium=m323143219463814323&utm_campaign=1)
19:40:29	677949/677949	---MC-	200	added ('OK')	application/json	date:Sat,%2007%20Nov%202020%2014:10:28%20GMT	https://store.jiva.com/wp-json/	C:/My%20Web%20Sites/Jani%20Herbal/store.jiva.com/wp-json/index.html	(from https://store.jiva.com/?utm_source=affiliate&utm_medium=m323143219463814323&utm_campaign=1)
19:40:29	2258/2258	---M-Z	200	added ('OK')	text/xml	date:Sat,%2007%20Nov%202020%2014:10:29%20GMT	https://store.jiva.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fstore.jiva.com%2F&format=xml	C:/My%20Web%20Sites/Jani%20Herbal/store.jiva.com/wp-json/oembed/1.0/embed2743	(from https://store.jiva.com/?utm_source=affiliate&utm_medium=m323143219463814323&utm_campaign=1)
19:40:31	90273/90273	---M-Z	200	added ('OK')	application/x-javascript	date:Sat,%2007%20Nov%202020%2014:10:30%20GMT	https://connect.facebook.net/en_US/fbevents.js	C:/My%20Web%20Sites/Jani%20Herbal/connect.facebook.net/en_US/fbevents.js	(from https://store.jiva.com/?utm_source=affiliate&utm_medium=m323143219463814323&utm_campaign=1)
19:40:31	1778/1778	---M-Z	200	added ('OK')	text/css	etag:%226f2-59c03cac89d0b-gzip%22	https://store.jiva.com/wp-content/themes/jiva/selectpicker/picker.min.css	C:/My%20Web%20Sites/Jani%20Herbal/store.jiva.com/wp-content/themes/jiva/selectpicker/picker.min.css	(from https://store.jiva.com/?utm_source=affiliate&utm_medium=m323143219463814323&utm_campaign=1)
19:40:31	1555/1555	---M--	400	error ('Bad%20Request')	text/html	date:Sat,%2007%20Nov%202020%2014:10:31%20GMT	https://www.googletagmanager.com/gtm.js?id=	C:/My%20Web%20Sites/Jani%20Herbal/www.googletagmanager.com/gtm.215445.delayed	(from https://store.jiva.com/?utm_source=affiliate&utm_medium=m323143219463814323&utm_campaign=1)
19:40:31	5683/5683	---M--	200	added ('OK')	image/jpeg	etag:%221633-59c03cb682719%22	https://store.jiva.com/wp-content/themes/jiva/images/jiva-ayurveda-logo.jpg	C:/My%20Web%20Sites/Jani%20Herbal/store.jiva.com/wp-content/themes/jiva/images/jiva-ayurveda-logo.jpg	(from https://store.jiva.com/?utm_source=affiliate&utm_medium=m323143219463814323&utm_campaign=1)
19:40:32	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2007%20Nov%202020%2014:10:32%20GMT	https://store.jiva.com/cart	C:/My%20Web%20Sites/Jani%20Herbal/store.jiva.com/cart	(from https://store.jiva.com/?utm_source=affiliate&utm_medium=m323143219463814323&utm_campaign=1)
19:40:35	122568/122568	---M-Z	200	added ('OK')	text/html	date:Sat,%2007%20Nov%202020%2014:10:32%20GMT	https://store.jiva.com/cart/	C:/My%20Web%20Sites/Jani%20Herbal/store.jiva.com/cart/index.html	(from https://store.jiva.com/?utm_source=affiliate&utm_medium=m323143219463814323&utm_campaign=1)
19:40:35	113552/113552	---M-Z	200	added ('OK')	text/html	date:Sat,%2007%20Nov%202020%2014:10:33%20GMT	https://store.jiva.com/my-account/	C:/My%20Web%20Sites/Jani%20Herbal/store.jiva.com/my-account/index.html	(from https://store.jiva.com/?utm_source=affiliate&utm_medium=m323143219463814323&utm_campaign=1)
19:40:35	109541/109541	---M-Z	200	added ('OK')	text/html	date:Sat,%2007%20Nov%202020%2014:10:33%20GMT	https://store.jiva.com/tracking/	C:/My%20Web%20Sites/Jani%20Herbal/store.jiva.com/tracking/index.html	(from https://store.jiva.com/?utm_source=affiliate&utm_medium=m323143219463814323&utm_campaign=1)
19:40:35	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2007%20Nov%202020%2014:10:33%20GMT	https://store.jiva.com/categories/knockout-offer	C:/My%20Web%20Sites/Jani%20Herbal/store.jiva.com/categories/knockout-offer.24.delayed	(from https://store.jiva.com/?utm_source=affiliate&utm_medium=m323143219463814323&utm_campaign=1)
19:40:36	241999/241999	---M-Z	200	added ('OK')	text/html	date:Sat,%2007%20Nov%202020%2014:10:35%20GMT	https://store.jiva.com/categories/knockout-offer/	C:/My%20Web%20Sites/Jani%20Herbal/store.jiva.com/categories/knockout-offer/index.html	(from https://store.jiva.com/?utm_source=affiliate&utm_medium=m323143219463814323&utm_campaign=1)
19:40:37	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2007%20Nov%202020%2014:10:35%20GMT	https://store.jiva.com/categories/buy-2-get-1-free	C:/My%20Web%20Sites/Jani%20Herbal/store.jiva.com/categories/buy-2-get-1-free	(from https://store.jiva.com/?utm_source=affiliate&utm_medium=m323143219463814323&utm_campaign=1)
19:40:37	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2007%20Nov%202020%2014:10:37%20GMT	https://store.jiva.com/categories/buy-2-get-25-off	C:/My%20Web%20Sites/Jani%20Herbal/store.jiva.com/categories/buy-2-get-25-off	(from https://store.jiva.com/?utm_source=affiliate&utm_medium=m323143219463814323&utm_campaign=1)
19:40:39	237622/237622	---M-Z	200	added ('OK')	text/html	date:Sat,%2007%20Nov%202020%2014:10:37%20GMT	https://store.jiva.com/categories/buy-2-get-1-free/	C:/My%20Web%20Sites/Jani%20Herbal/store.jiva.com/categories/buy-2-get-1-free/index.html	(from https://store.jiva.com/?utm_source=affiliate&utm_medium=m323143219463814323&utm_campaign=1)
19:40:39	212969/212969	---M-Z	200	added ('OK')	text/html	date:Sat,%2007%20Nov%202020%2014:10:37%20GMT	https://store.jiva.com/categories/buy-2-get-25-off/	C:/My%20Web%20Sites/Jani%20Herbal/store.jiva.com/categories/buy-2-get-25-off/index.html	(from https://store.jiva.com/?utm_source=affiliate&utm_medium=m323143219463814323&utm_campaign=1)
19:40:41	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2007%20Nov%202020%2014:10:40%20GMT	http://store.jiva.com/categories/crona-virus-prevention/	C:/My%20Web%20Sites/Jani%20Herbal/store.jiva.com/categories/crona-virus-prevention/index.html	(from https://store.jiva.com/?utm_source=affiliate&utm_medium=m323143219463814323&utm_campaign=1)
19:40:41	214814/214814	---M-Z	200	added ('OK')	text/html	date:Sat,%2007%20Nov%202020%2014:10:40%20GMT	https://store.jiva.com/categories/offer-zone/	C:/My%20Web%20Sites/Jani%20Herbal/store.jiva.com/categories/offer-zone/index.html	(from https://store.jiva.com/?utm_source=affiliate&utm_medium=m323143219463814323&utm_campaign=1)
19:40:41	224987/224987	---M--	200	added ('OK')	image/jpeg	etag:%2236edb-5b33316e67c8d%22	https://store.jiva.com/wp-content/uploads/2020/11/Diwali-Immunity-banner-master-Final.jpg	C:/My%20Web%20Sites/Jani%20Herbal/store.jiva.com/wp-content/uploads/2020/11/Diwali-Immunity-banner-master-Final.jpg	(from https://store.jiva.com/?utm_source=affiliate&utm_medium=m323143219463814323&utm_campaign=1)
19:40:41	249739/249739	---M-Z	200	added ('OK')	text/html	date:Sat,%2007%20Nov%202020%2014:10:40%20GMT	https://store.jiva.com/categories/jiva_family_pack/	C:/My%20Web%20Sites/Jani%20Herbal/store.jiva.com/categories/jiva_family_pack/index.html	(from https://store.jiva.com/?utm_source=affiliate&utm_medium=m323143219463814323&utm_campaign=1)
19:40:42	41348/41348	---M--	200	added ('OK')	image/jpeg	etag:%22a184-5b340861b67a8%22	https://store.jiva.com/wp-content/uploads/2020/11/460x200-mobile-1.jpg	C:/My%20Web%20Sites/Jani%20Herbal/store.jiva.com/wp-content/uploads/2020/11/460x200-mobile-1.jpg	(from https://store.jiva.com/?utm_source=affiliate&utm_medium=m323143219463814323&utm_campaign=1)
19:40:42	161320/161320	---M-Z	200	added ('OK')	text/html	date:Sat,%2007%20Nov%202020%2014:10:41%20GMT	https://store.jiva.com/categories/gift-combos/	C:/My%20Web%20Sites/Jani%20Herbal/store.jiva.com/categories/gift-combos/index.html	(from https://store.jiva.com/?utm_source=affiliate&utm_medium=m323143219463814323&utm_campaign=1)
19:40:42	118309/118309	---M--	200	added ('OK')	image/jpeg	etag:%221ce25-5b23b497b4411%22	https://store.jiva.com/wp-content/uploads/2020/10/knockout-offer-1.jpg	C:/My%20Web%20Sites/Jani%20Herbal/store.jiva.com/wp-content/uploads/2020/10/knockout-offer-1.jpg	(from https://store.jiva.com/?utm_source=affiliate&utm_medium=m323143219463814323&utm_campaign=1)
19:40:43	242878/242878	---M-Z	200	added ('OK')	text/html	date:Sat,%2007%20Nov%202020%2014:10:42%20GMT	https://store.jiva.com/categories/combos/	C:/My%20Web%20Sites/Jani%20Herbal/store.jiva.com/categories/combos/index.html	(from https://store.jiva.com/?utm_source=affiliate&utm_medium=m323143219463814323&utm_campaign=1)
19:40:43	246723/246723	---M-Z	200	added ('OK')	text/html	date:Sat,%2007%20Nov%202020%2014:10:42%20GMT	https://store.jiva.com/categories/personal-care/	C:/My%20Web%20Sites/Jani%20Herbal/store.jiva.com/categories/personal-care/index.html	(from https://store.jiva.com/?utm_source=affiliate&utm_medium=m323143219463814323&utm_campaign=1)
19:40:43	25860/25860	---M--	200	added ('OK')	image/jpeg	etag:%226504-5b23b4ab85600%22	https://store.jiva.com/wp-content/uploads/2020/10/knockout-offer-s-m-1.jpg	C:/My%20Web%20Sites/Jani%20Herbal/store.jiva.com/wp-content/uploads/2020/10/knockout-offer-s-m-1.jpg	(from https://store.jiva.com/?utm_source=affiliate&utm_medium=m323143219463814323&utm_campaign=1)
19:40:44	253027/253027	---M-Z	200	added ('OK')	text/html	date:Sat,%2007%20Nov%202020%2014:10:43%20GMT	https://store.jiva.com/categories/skin-care/	C:/My%20Web%20Sites/Jani%20Herbal/store.jiva.com/categories/skin-care/index.html	(from https://store.jiva.com/?utm_source=affiliate&utm_medium=m323143219463814323&utm_campaign=1)
19:40:44	92948/92948	---M--	200	added ('OK')	image/jpeg	etag:%2216b14-5b0982c7c00c8%22	https://store.jiva.com/wp-content/uploads/2020/08/oct-campaign-s.jpg	C:/My%20Web%20Sites/Jani%20Herbal/store.jiva.com/wp-content/uploads/2020/08/oct-campaign-s.jpg	(from https://store.jiva.com/?utm_source=affiliate&utm_medium=m323143219463814323&utm_campaign=1)
19:40:45	248489/248489	---M-Z	200	added ('OK')	text/html	date:Sat,%2007%20Nov%202020%2014:10:43%20GMT	https://store.jiva.com/categories/ayurvedic-supplement/	C:/My%20Web%20Sites/Jani%20Herbal/store.jiva.com/categories/ayurvedic-supplement/index.html	(from https://store.jiva.com/?utm_source=affiliate&utm_medium=m323143219463814323&utm_campaign=1)
19:40:45	176252/176252	---M-Z	200	added ('OK')	text/html	date:Sat,%2007%20Nov%202020%2014:10:43%20GMT	https://store.jiva.com/categories/personal-care/eye-care-dental/	C:/My%20Web%20Sites/Jani%20Herbal/store.jiva.com/categories/personal-care/eye-care-dental/index.html	(from https://store.jiva.com/?utm_source=affiliate&utm_medium=m323143219463814323&utm_campaign=1)
19:40:45	178926/178926	---M-Z	200	added ('OK')	text/html	date:Sat,%2007%20Nov%202020%2014:10:44%20GMT	https://store.jiva.com/categories/personal-care/face-packs-scrubs-masks/	C:/My%20Web%20Sites/Jani%20Herbal/store.jiva.com/categories/personal-care/face-packs-scrubs-masks/index.html	(from https://store.jiva.com/?utm_source=affiliate&utm_medium=m323143219463814323&utm_campaign=1)
19:40:45	20024/20024	---M--	200	added ('OK')	image/jpeg	etag:%224e38-5b0982eef12da%22	https://store.jiva.com/wp-content/uploads/2020/08/oct-campaign-s-m.jpg	C:/My%20Web%20Sites/Jani%20Herbal/store.jiva.com/wp-content/uploads/2020/08/oct-campaign-s-m.jpg	(from https://store.jiva.com/?utm_source=affiliate&utm_medium=m323143219463814323&utm_campaign=1)
19:40:46	187971/187971	---M-Z	200	added ('OK')	text/html	date:Sat,%2007%20Nov%202020%2014:10:45%20GMT	https://store.jiva.com/categories/personal-care/toner-cleanser-lotion/	C:/My%20Web%20Sites/Jani%20Herbal/store.jiva.com/categories/personal-care/toner-cleanser-lotion/index.html	(from https://store.jiva.com/?utm_source=affiliate&utm_medium=m323143219463814323&utm_campaign=1)
19:40:47	138263/138263	---M-Z	200	added ('OK')	text/html	date:Sat,%2007%20Nov%202020%2014:10:45%20GMT	https://store.jiva.com/categories/personal-care/hair-lep/	C:/My%20Web%20Sites/Jani%20Herbal/store.jiva.com/categories/personal-care/hair-lep/index.html	(from https://store.jiva.com/?utm_source=affiliate&utm_medium=m323143219463814323&utm_campaign=1)
19:40:47	145231/145231	---M--	200	added ('OK')	image/jpeg	etag:%222374f-5b01ba8fb0e5f%22	https://store.jiva.com/wp-content/uploads/2020/06/immunity-kit.jpg	C:/My%20Web%20Sites/Jani%20Herbal/store.jiva.com/wp-content/uploads/2020/06/immunity-kit.jpg	(from https://store.jiva.com/?utm_source=affiliate&utm_medium=m323143219463814323&utm_campaign=1)
19:40:47	22038/22038	---M--	200	added ('OK')	image/jpeg	etag:%225616-5b01babd58509%22	https://store.jiva.com/wp-content/uploads/2020/06/immunity-kit-m.jpg	C:/My%20Web%20Sites/Jani%20Herbal/store.jiva.com/wp-content/uploads/2020/06/immunity-kit-m.jpg	(from https://store.jiva.com/?utm_source=affiliate&utm_medium=m323143219463814323&utm_campaign=1)
19:40:47	180087/180087	---M-Z	200	added ('OK')	text/html	date:Sat,%2007%20Nov%202020%2014:10:46%20GMT	https://store.jiva.com/categories/shampoo-conditioner/	C:/My%20Web%20Sites/Jani%20Herbal/store.jiva.com/categories/shampoo-conditioner/index.html	(from https://store.jiva.com/?utm_source=affiliate&utm_medium=m323143219463814323&utm_campaign=1)
